회원번호,가격구간,uplift_logit,uplift_rf,double_verified,single_verified,revenue_risk_flag,targeting_tier,age_band_h4,gender_h4,region_tier,frequency,monetary,recency_days
1447334784,Q1_저가,0.039102403283647,-0.0067426801373772,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),16,121731,0
844014144,Q2,0.0381978536796069,-0.0068100956528975,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),20,389550,6
68276672,Q4_고가,0.0511775088701222,-0.0068884353521598,False,True,False,Tier3_보조신호,60+,M,Tier1_새벽배송가능권(가정),42,2519613,2
768525056,Q2,0.029374527359079,-0.0069071531151471,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),30,802620,5
547833664,Q2,0.0301773982522627,-0.0069781129811741,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),34,739732,2
1629564288,Q3,0.0510280544687509,-0.0070389217609157,False,True,False,Tier3_보조신호,60+,M,Tier1_새벽배송가능권(가정),2,91126,19
139574912,Q3,0.0341986938221144,-0.0070617921181832,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),19,864738,6
45022848,Q4_고가,0.0909897764301833,-0.0071505870555209,False,True,False,Tier3_보조신호,50s,M,Tier3_배송취약권(가정),4,518903,28
472223936,Q1_저가,0.0350304699127623,-0.007203690149077,False,True,False,Tier3_보조신호,60+,M,Tier1_새벽배송가능권(가정),3,48435,97
1456070976,Q3,0.026679010576102,-0.0072419080921212,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),37,1638706,1
1210587136,Q3,0.0575194693141112,-0.0073309788493386,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),6,250215,2
1186219712,Q2,0.028444750519567,-0.0074130079266379,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),28,672960,8
850235456,Q3,0.0367654914255618,-0.0074381427681942,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),19,738102,5
561391744,Q3,0.0430227942890228,-0.0074452910496269,False,True,False,Tier3_보조신호,60+,F,Tier1_새벽배송가능권(가정),11,504667,5
998444480,Q1_저가,0.0504652387796725,-0.0075267241011803,False,True,False,Tier3_보조신호,50s,F,Tier3_배송취약권(가정),10,174020,5
854745536,Q1_저가,0.0758016021856977,-0.0076520628517805,False,True,False,Tier3_보조신호,60+,M,Tier2_익일배송표준권(가정),31,386904,3
1051836032,Q1_저가,0.0294916479412284,-0.0078601425777357,False,True,False,Tier3_보조신호,60+,F,Tier3_배송취약권(가정),37,649368,1
64679744,Q2,0.0313395259285806,-0.0079484579587857,False,True,False,Tier3_보조신호,60+,F,Tier3_배송취약권(가정),20,533644,10
740479040,Q4_고가,0.0430791367060106,-0.0083409301433298,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),9,740841,4
551180032,Q2,0.0282726634651756,-0.0083486602391238,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),38,792381,1
214052480,Q3,0.0434370026261146,-0.0084664592615277,False,True,False,Tier3_보조신호,40s,M,Tier2_익일배송표준권(가정),49,1523736,1
1563932416,Q3,0.0299192007948764,-0.0084703106722553,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),31,1006181,3
1452878656,Q2,0.0382777277468289,-0.0086271984046755,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),9,237864,9
894560448,Q3,0.0338142302233007,-0.0087696642242912,False,True,False,Tier3_보조신호,<30,F,Tier1_새벽배송가능권(가정),28,1256206,1
826354304,Q1_저가,0.0538486259378246,-0.0089020777153555,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),19,242651,0
1195135936,Q1_저가,0.0626523459648938,-0.0090143262019879,False,True,False,Tier3_보조신호,<30,M,Tier1_새벽배송가능권(가정),31,346693,27
902064256,Q3,0.0337658654828616,-0.0090777467753107,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),17,522262,9
1001776000,Q3,0.0923723376190061,-0.009116022203453,False,True,False,Tier3_보조신호,40s,M,Tier1_새벽배송가능권(가정),6,252344,61
1012026688,Q2,0.0381752218184829,-0.0092095664052623,False,True,False,Tier3_보조신호,50s,F,Tier3_배송취약권(가정),11,289747,9
831281984,Q1_저가,0.0459751328488952,-0.0094122047669494,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),15,144154,7
1562035584,Q1_저가,0.0363200948514481,-0.0094565604055076,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),29,517748,1
287659584,Q2,0.0390560554529872,-0.0095397031558441,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),20,588492,4
573017728,Q3,0.0531053373391668,-0.0095581627229576,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),6,204744,3
730586560,Q2,0.0349413558481925,-0.0095617712402213,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),19,469414,8
231200064,Q2,0.0302633706899652,-0.0096388707822111,False,True,False,Tier3_보조신호,40s,M,Tier1_새벽배송가능권(가정),77,2136199,4
212079552,Q2,0.0307904242860664,-0.0097562516090181,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),30,578757,5
438105088,Q3,0.0728623080321959,-0.009939055864373,False,True,False,Tier3_보조신호,40s,M,Tier1_새벽배송가능권(가정),4,160331,74
115630656,Q2,0.0272906164220839,-0.0099571589856312,False,True,False,Tier3_보조신호,50s,F,Tier1_새벽배송가능권(가정),38,861636,2
1561645824,Q2,0.0263916960567249,-0.0100036302462168,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),17,379100,18
1212957248,Q1_저가,0.0451370187408841,-0.0100598989671107,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),10,124420,0
663434624,Q2,0.047671376829559,-0.0101158328698965,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),10,258061,5
750427200,Q4_고가,0.0320736403177774,-0.0103041491284179,False,True,False,Tier3_보조신호,60+,F,Tier1_새벽배송가능권(가정),8,890102,7
434281728,Q4_고가,0.0288706408348463,-0.0103675793330046,False,True,False,Tier3_보조신호,40s,M,Tier3_배송취약권(가정),78,3825868,4
1498049984,Q3,0.1045284037141242,-0.010563201482717,False,True,False,Tier3_보조신호,<30,M,Tier2_익일배송표준권(가정),5,219678,29
60912064,Q3,0.0322784873751196,-0.010631983650468,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),19,731786,8
405090560,Q2,0.0358116884529411,-0.0107024173105317,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),8,169904,11
1107079872,Q3,0.0511323528841144,-0.0107207249653548,False,True,False,Tier3_보조신호,<30,F,Tier1_새벽배송가능권(가정),11,390080,3
912769664,Q1_저가,0.0391085006287658,-0.010829348746962,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),25,465108,2
745377024,Q3,0.0437310473499845,-0.0108606802474888,False,True,False,Tier3_보조신호,50s,M,Tier3_배송취약권(가정),44,1968187,0
1283954816,Q2,0.0560991142381889,-0.0112140683246239,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),16,468320,0
1006132032,Q1_저가,0.0306935362689763,-0.0112886795974789,False,True,False,Tier3_보조신호,50s,F,Tier3_배송취약권(가정),8,41638,24
577048960,Q1_저가,0.0322620299561997,-0.0113396555453585,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),34,617109,0
1565845952,Q1_저가,0.0366045333645915,-0.0113611733605213,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),25,340534,5
1320742592,Q1_저가,0.0272221522483079,-0.0114477183450243,False,True,False,Tier3_보조신호,50s,F,Tier1_새벽배송가능권(가정),6,80787,2
1247946560,Q3,0.032098983412506,-0.0120280721087678,False,True,False,Tier3_보조신호,<30,F,Tier1_새벽배송가능권(가정),2,87106,0
883773376,Q2,0.0500818061158986,-0.0120309908189518,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),11,278069,4
746299456,Q2,0.0439644508049808,-0.0120945366378686,False,True,False,Tier3_보조신호,60+,M,Tier1_새벽배송가능권(가정),5,99549,109
281276800,Q1_저가,0.0384535086177275,-0.0122227513389193,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),29,228963,2
1034675456,Q3,0.0331138131901003,-0.0123263654524621,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),16,489133,10
193324672,Q4_고가,0.0309884852182327,-0.0124864251351091,False,True,False,Tier3_보조신호,60+,F,Tier1_새벽배송가능권(가정),8,428445,10
423479808,Q4_고가,0.0671755322159565,-0.0126025797159985,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),10,560349,0
763331968,Q2,0.1033034603040569,-0.0127797645029941,False,True,False,Tier3_보조신호,30s,M,Tier1_새벽배송가능권(가정),20,546181,4
61867904,Q1_저가,0.0316983995838218,-0.0127866743610703,False,True,False,Tier3_보조신호,50s,F,Tier3_배송취약권(가정),22,368148,11
97141184,Q2,0.0286307667415643,-0.0129556954158643,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),13,296162,1
1214360384,Q2,0.0439792878165118,-0.0130190449333106,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),13,293208,6
1525333184,Q2,0.0350164905528699,-0.013382670770924,False,True,False,Tier3_보조신호,<30,M,Tier2_익일배송표준권(가정),64,1502420,2
1008370368,Q1_저가,0.0313173644279819,-0.013466361964338,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),23,313099,12
1115216576,Q2,0.0478661870353858,-0.0134858337144398,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),8,213945,5
1557126464,Q2,0.0748286425281807,-0.0137717109871007,False,True,False,Tier3_보조신호,<30,M,Tier3_배송취약권(가정),4,102804,19
470341952,Q3,0.0667834326953934,-0.0138172363459126,False,True,False,Tier3_보조신호,60+,F,Tier3_배송취약권(가정),7,232777,1
526146304,Q1_저가,0.0872032415300864,-0.0138685181785799,False,True,False,Tier3_보조신호,30s,M,Tier3_배송취약권(가정),8,119940,27
838332928,Q1_저가,0.0368944893124576,-0.0140288428454221,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),16,274715,10
1379956416,Q2,0.0409689614087332,-0.0142300080912494,False,True,False,Tier3_보조신호,50s,F,Tier3_배송취약권(가정),9,216807,8
1314786688,Q1_저가,0.0531176831869186,-0.0142529213102347,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),16,224935,2
786110656,Q1_저가,0.0496107911732073,-0.0142626499245318,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),11,137208,6
774393728,Q2,0.0493597851799262,-0.0143072231475058,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),20,445203,0
1045185984,Q1_저가,0.0318439344705779,-0.0143598481643536,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),24,359013,10
1531021824,Q2,0.0337342730062824,-0.014376676688607,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),22,441848,8
1632578432,Q3,0.1599172874363186,-0.0144474900988132,False,True,False,Tier3_보조신호,<30,M,Tier3_배송취약권(가정),6,271660,2
1053834944,Q1_저가,0.0754172943318836,-0.0145314472552276,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),10,158226,0
1630449600,Q3,0.0320183469136031,-0.0146653340397824,False,True,False,Tier3_보조신호,<30,F,Tier1_새벽배송가능권(가정),2,88350,0
706027968,Q2,0.0285644671617658,-0.0147342137162944,False,True,False,Tier3_보조신호,60+,F,Tier1_새벽배송가능권(가정),33,655112,5
93098816,Q2,0.0696736834177321,-0.0152028095808806,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),11,273858,0
1597609536,Q1_저가,0.0374898180060607,-0.0154313748631801,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),5,75427,9
1056314560,Q3,0.03288802089638,-0.0157617337628069,False,True,False,Tier3_보조신호,60+,F,Tier3_배송취약권(가정),2,75810,0
437552000,Q3,0.0314566382086075,-0.0161041507757485,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),10,345647,12
995727296,Q1_저가,0.0374472197370691,-0.0162196494487451,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),29,493720,0
655364736,Q1_저가,0.0304532370362884,-0.0162542684700569,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),23,425386,11
1565949888,Q1_저가,0.0462912325426395,-0.016321060623941,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),6,102518,6
304491648,Q1_저가,0.0280244862704344,-0.0163330572837695,False,True,False,Tier3_보조신호,60+,F,Tier3_배송취약권(가정),26,198679,19
1552100416,Q2,0.0850228941364902,-0.0164322518874192,False,True,False,Tier3_보조신호,40s,M,Tier1_새벽배송가능권(가정),5,130182,70
804535168,Q3,0.02660494618395,-0.0164390654325225,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),5,179955,12
1454864576,Q2,0.037558234404266,-0.0167023699905382,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),27,606255,1
285772032,Q1_저가,0.0327202071480625,-0.0167363045408682,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),34,451231,1
1222493376,Q2,0.0317945578943825,-0.0167830486604289,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),17,414530,0
1565909056,Q1_저가,0.0456502439025018,-0.0173696798360872,False,True,False,Tier3_보조신호,<30,F,Tier1_새벽배송가능권(가정),12,84808,0
762513472,Q4_고가,0.035807879256573,-0.017435384017074,False,True,False,Tier3_보조신호,30s,M,Tier3_배송취약권(가정),53,2544254,0
592071424,Q1_저가,0.0272810869812329,-0.0177179484839122,False,True,False,Tier3_보조신호,60+,F,Tier3_배송취약권(가정),36,610280,5
1457440704,Q3,0.0339463409557523,-0.0177843432964285,False,True,False,Tier3_보조신호,60+,F,Tier3_배송취약권(가정),10,302091,11
762305600,Q4_고가,0.0806553444572236,-0.0182699126317011,False,True,False,Tier3_보조신호,30s,M,Tier3_배송취약권(가정),24,2017122,1
286171072,Q2,0.0475616471510067,-0.0189018699268056,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),11,263426,5
750403072,Q3,0.0300035582099659,-0.0190955633812559,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),10,347140,13
746485056,Q1_저가,0.0611512821537234,-0.0191740593209416,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),16,179095,0
270346816,Q1_저가,0.0368409221757182,-0.0192088628043586,False,True,False,Tier3_보조신호,40s,M,Tier1_새벽배송가능권(가정),55,691769,0
1604060992,Q3,0.0360181631539757,-0.0192439282904399,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),9,326122,9
515875200,Q2,0.0766168465562953,-0.0193805738401547,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),8,236048,0
925793216,Q1_저가,0.0370571780735144,-0.0194787360074208,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),16,221495,11
740477184,Q1_저가,0.0404819246809715,-0.0195745345383316,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),24,425919,2
432314368,Q2,0.1013614817511627,-0.0196957608766081,False,True,False,Tier3_보조신호,60+,M,Tier2_익일배송표준권(가정),8,221784,66
273041728,Q4_고가,0.0275038861067054,-0.0198124097411679,False,True,False,Tier3_보조신호,30s,M,Tier1_새벽배송가능권(가정),79,4470323,3
124515328,Q2,0.0382488895454697,-0.0198185951176266,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),9,238824,9
1196208704,Q2,0.0364328565733659,-0.0199308780800958,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),13,333621,0
947213312,Q2,0.0433668645584961,-0.0203735371168889,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),14,303530,6
1225873152,Q3,0.0334860952915436,-0.0205857814783422,False,True,False,Tier3_보조신호,60+,F,Tier1_새벽배송가능권(가정),20,889454,6
335540672,Q1_저가,0.0365881034637445,-0.0207310975312391,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),16,237770,11
525778816,Q1_저가,0.0342036015453703,-0.0207593641852565,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),4,43075,1
640668928,Q1_저가,0.0278329905401972,-0.0208786357531914,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),31,478700,9
763482304,Q1_저가,0.029462921959532,-0.0211956796337106,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),33,524543,5
689374080,Q1_저가,0.0373711473004335,-0.0212445818269099,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),2,34268,0
514583424,Q1_저가,0.0266568740952339,-0.0212730141449952,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),37,632329,5
1172745152,Q1_저가,0.0723068822736259,-0.0213274505444934,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),12,123959,0
1480115456,Q2,0.0300308844188185,-0.021496087460492,False,True,False,Tier3_보조신호,30s,M,Tier3_배송취약권(가정),73,2134650,2
1488435904,Q3,0.0481465066643831,-0.0215436701606551,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),10,373748,4
1509135872,Q3,0.0268402409999972,-0.0216237732829529,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),39,1274039,0
779505152,Q2,0.0376881921633921,-0.0216577673398633,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),19,476227,6
767572928,Q2,0.0369569459115178,-0.0216789696276585,False,True,False,Tier3_보조신호,60+,F,Tier1_새벽배송가능권(가정),8,185029,10
342554496,Q2,0.0345666722354471,-0.0218234479502236,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),14,397814,0
207491520,Q2,0.0727087891445621,-0.0218417997539428,False,True,False,Tier3_보조신호,50s,M,Tier1_새벽배송가능권(가정),21,457350,30
62615872,Q1_저가,0.0278284885205104,-0.0220815559722544,False,True,False,Tier3_보조신호,50s,F,Tier1_새벽배송가능권(가정),10,95911,24
1228894720,Q1_저가,0.0268683358353954,-0.0220965115475029,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),34,437786,9
762695360,Q4_고가,0.0684134530157277,-0.0221778681406623,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),9,615389,0
859296448,Q3,0.0994280789948953,-0.0224536441663328,False,True,False,Tier3_보조신호,40s,M,Tier3_배송취약권(가정),5,204841,36
748769792,Q2,0.0427046133166882,-0.0224734034274757,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),17,476401,4
378319616,Q1_저가,0.0434038926859771,-0.0226150283572869,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),19,180912,6
1359854080,Q3,0.0341180641903762,-0.0228622203689342,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),8,360504,9
451046976,Q4_고가,0.0311064801053231,-0.0230113775351576,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),9,500235,10
404075328,Q3,0.0413213999350748,-0.0230567937679991,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),10,308490,7
728994112,Q2,0.0350114887006121,-0.0230683611665055,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),29,732355,1
1492439296,Q1_저가,0.0276740904245363,-0.0230884909209016,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),3,51306,10
592789696,Q2,0.0497256460316701,-0.0231768940564437,False,True,False,Tier3_보조신호,<30,M,Tier3_배송취약권(가정),45,1325629,2
1602385024,Q1_저가,0.0458449231233483,-0.0232819016367963,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),22,319375,1
1503499200,Q2,0.0339300001175634,-0.0235127285588592,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),19,371014,10
750620224,Q1_저가,0.0273596573524724,-0.0237262977426925,False,True,False,Tier3_보조신호,50s,F,Tier1_새벽배송가능권(가정),16,204104,22
581104320,Q3,0.0338522838703607,-0.023904435048601,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),20,649886,7
659236352,Q1_저가,0.0313996781612856,-0.0242725598308987,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),31,541970,4
473781120,Q2,0.0335745919854365,-0.0244702258375287,False,True,False,Tier3_보조신호,50s,F,Tier3_배송취약권(가정),20,443473,9
124615552,Q2,0.0266917531230581,-0.0246010562745313,False,True,False,Tier3_보조신호,60+,F,Tier1_새벽배송가능권(가정),12,345074,17
1213515904,Q1_저가,0.0335748025993732,-0.0246040245676387,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),21,340686,10
1120112704,Q1_저가,0.0284793739803264,-0.0246982173957057,False,True,False,Tier3_보조신호,60+,F,Tier1_새벽배송가능권(가정),34,484156,6
773113088,Q1_저가,0.0323061090527171,-0.0248344683626969,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),32,597296,2
1442013632,Q1_저가,0.0285989969389864,-0.024843108710818,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),35,604573,4
664035968,Q2,0.0338243677853662,-0.024845771333289,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),32,635448,0
702007872,Q2,0.0613871202152043,-0.0249134760812216,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),12,270355,1
1352038464,Q2,0.033337541760796,-0.025130587972528,False,True,False,Tier3_보조신호,<30,F,Tier2_익일배송표준권(가정),24,588923,6
1259672768,Q1_저가,0.0286010739574003,-0.0251352979651916,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),29,496215,9
52515520,Q2,0.0283842286733009,-0.0251596488175055,False,True,False,Tier3_보조신호,60+,F,Tier2_익일배송표준권(가정),6,172584,13
857644608,Q2,0.118337330075717,-0.0255922221501536,False,True,False,Tier3_보조신호,30s,M,Tier3_배송취약권(가정),16,423760,8
338573376,Q1_저가,0.0467756889211212,-0.0256856115504006,False,True,False,Tier3_보조신호,40s,F,Tier3_배송취약권(가정),6,105580,0
1223521600,Q1_저가,0.121914705357404,-0.0257901347965605,False,True,False,Tier3_보조신호,60+,M,Tier2_익일배송표준권(가정),14,205224,25
745751936,Q1_저가,0.0352110388967216,-0.0258906940874728,False,True,False,Tier3_보조신호,60+,F,Tier2_익일배송표준권(가정),32,345168,1
663835520,Q4_고가,0.0692119515055669,-0.0260978385652958,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),9,546182,0
1158802880,Q4_고가,0.0614046008138218,-0.0261830594317288,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),9,457256,1
1205640896,Q2,0.034779881031583,-0.0263710609708304,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),10,268879,11
668135872,Q1_저가,0.0326466586078422,-0.0264446815905549,False,True,False,Tier3_보조신호,<30,F,Tier1_새벽배송가능권(가정),10,173444,1
254539264,Q1_저가,0.0373100692353667,-0.0272250723025204,False,True,False,Tier3_보조신호,60+,M,Tier3_배송취약권(가정),65,1081345,4
1239464640,Q2,0.0285641147151555,-0.0272807344885878,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),4,100219,1
872384960,Q2,0.0443539573614202,-0.0276778449512247,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),20,456470,2
1488912896,Q2,0.0327911122910838,-0.0282611856449822,False,True,False,Tier3_보조신호,<30,F,Tier3_배송취약권(가정),16,352637,12
833292032,Q2,0.1349496090902732,-0.0285960294098536,False,True,False,Tier3_보조신호,40s,M,Tier1_새벽배송가능권(가정),9,240443,13
658518080,Q2,0.0444785512899822,-0.0288963779184193,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),4,79448,0
153888384,Q2,0.0352096216027645,-0.0294281454505584,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),9,222359,11
599020288,Q4_고가,0.0607339722156909,-0.0295154778268199,False,True,False,Tier3_보조신호,50s,F,Tier1_새벽배송가능권(가정),9,503681,1
696582784,Q2,0.0308245236538702,-0.0296339390971676,False,True,False,Tier3_보조신호,40s,F,Tier2_익일배송표준권(가정),18,426705,0
64460736,Q2,0.0402885948188964,-0.0299247083321235,False,True,False,Tier3_보조신호,60+,F,Tier2_익일배송표준권(가정),10,263902,8
430931648,Q1_저가,0.0478736758188733,-0.02998088479329,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),4,48627,0
1528618304,Q3,0.0516779982843764,-0.0300173550610417,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),17,780459,0
998498304,Q1_저가,0.0495081761740171,-0.0303741345062719,False,True,False,Tier3_보조신호,<30,F,Tier1_새벽배송가능권(가정),6,72078,0
1543119232,Q1_저가,0.0543484358469058,-0.0304659631127676,False,True,False,Tier3_보조신호,<30,F,Tier1_새벽배송가능권(가정),17,238746,1
846213504,Q2,0.0335531842087664,-0.0305052984941371,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),16,457349,10
873170048,Q1_저가,0.0269225396096069,-0.0306696982777432,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),7,105964,2
619126336,Q1_저가,0.0413854663266692,-0.0307571317552449,False,True,False,Tier3_보조신호,50s,F,Tier1_새벽배송가능권(가정),12,169808,0
554045696,Q2,0.0401572423924615,-0.0308090716829395,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),10,268803,8
82202240,Q2,0.0463250411207171,-0.030937649944895,False,True,False,Tier3_보조신호,50s,F,Tier1_새벽배송가능권(가정),16,301327,4
1330007744,Q2,0.027008738592557,-0.0312653108432955,False,True,False,Tier3_보조신호,50s,F,Tier3_배송취약권(가정),9,227773,17
1044965120,Q1_저가,0.0404640630528445,-0.0313179766666108,False,True,False,Tier3_보조신호,30s,F,Tier2_익일배송표준권(가정),22,254139,5
798490176,Q1_저가,0.0272630343168855,-0.0315910069403932,False,True,False,Tier3_보조신호,50s,F,Tier2_익일배송표준권(가정),10,141058,2
1166412480,Q1_저가,0.0417011911741151,-0.0317547083126957,False,True,False,Tier3_보조신호,50s,F,Tier3_배송취약권(가정),23,407673,2
1466906304,Q1_저가,0.0359202268420933,-0.032240682337112,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),31,434579,0
904189376,Q2,0.0331807323590694,-0.032274649037149,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),9,237005,12
965455936,Q1_저가,0.0272780492853174,-0.0324143337682588,False,True,False,Tier3_보조신호,30s,F,Tier3_배송취약권(가정),41,616022,1
765054336,Q1_저가,0.0282291760167638,-0.032896875039546,False,True,False,Tier3_보조신호,30s,F,Tier1_새벽배송가능권(가정),31,515836,8
747832512,Q2,0.0520858480037301,-0.0330254970071192,False,True,False,Tier3_보조신호,40s,F,Tier1_새벽배송가능권(가정),9,209246,4
